cowns,cownDist,behaviourCowns,whenCount,serviceTime,parallel,5%,25%,50%,75%,95%,max,avg
100,zipfian[2],5,50,bimodal[100:1000:95],False,0.000135,0.200549,0.700452,1.20074,2.200967,33,19.991539580449555
100,zipfian[2],5,50,exp[7],False,0.000132,0.5394,0.993733,1.978599,3.135977,25,13.49860302957247
100,zipfian[2],5,100,fixed[145],False,0.145164,0.870665,1.886062,3.626372,6.526995,28,13.789134079610461
100,zipfian[2],5,100,fixed[145],True,0.145313,0.870809,1.741455,3.119007,4.569303,28.0,18.887667486391436
100,zipfian[2],5,100,bimodal[100:1000:95],False,0.100238,0.700802,1.501313,4.80148,8.601937,32,10.986596352450011
100,zipfian[2],5,100,exp[7],False,0.030558,0.755229,1.971523,4.629573,6.994211,29,12.790407808083511
100,zipfian[2],5,200,fixed[145],False,0.291475,1.741333,4.352168,8.558018,14.359143,28,12.650710283616906
100,zipfian[2],5,200,bimodal[100:1000:95],False,0.201391,1.501047,4.401711,8.602821,14.403783,37,12.266814751654348
100,zipfian[2],5,200,exp[7],False,0.345412,1.918418,4.507059,8.346717,15.038896,28,12.318201059771793
100,zipfian[2],10,50,fixed[145],False,0.000153,0.290868,1.015881,1.886188,3.33623,24,13.258136717375503
100,zipfian[2],10,50,fixed[145],True,0.073196,0.435404,0.870678,1.378324,2.538862,28.0,17.233671699243477
100,zipfian[2],10,50,bimodal[100:1000:95],False,0.000176,0.200859,0.700859,2.200949,3.201002,30,11.360914908110647
100,zipfian[2],10,50,exp[7],False,0.000146,0.395789,1.096969,2.176052,3.370024,23,12.696735923128882
100,zipfian[2],10,100,fixed[145],False,0.145854,0.870826,2.176824,4.061327,6.672036,28,13.518805943353769
100,zipfian[2],10,100,fixed[145],True,0.145866,0.871931,1.742877,2.685433,4.642138,28.0,18.63243168512085
100,zipfian[2],10,100,bimodal[100:1000:95],False,0.100856,0.600841,1.501774,3.701197,6.401784,38,12.817342992995705
100,zipfian[2],10,100,exp[7],False,0.073241,0.803733,1.910384,4.392799,6.756873,29,13.190880616594525
100,zipfian[2],10,200,fixed[145],False,0.292023,1.741188,4.498891,9.284063,15.084401,28,12.09588187839127
100,zipfian[2],10,200,fixed[145],True,0.29394,1.745203,3.558253,5.442701,9.574526,28.0,18.14166243663571
100,zipfian[2],10,200,bimodal[100:1000:95],False,0.202096,1.703614,3.702078,9.103801,14.004117,31,12.575215507755765
100,zipfian[2],10,200,exp[7],False,0.33082,1.788654,4.540564,8.47462,15.162154,28,12.225457485788212
100,zipfian[2],15,50,fixed[145],False,0.00074,0.436337,1.306425,2.176397,3.481333,19,12.767256990583892
100,zipfian[2],15,50,fixed[145],True,0.072667,0.436099,0.871721,1.451954,2.466636,28.0,17.67442090643621
100,zipfian[2],15,50,bimodal[100:1000:95],False,0.000733,0.301295,1.400849,3.201319,5.101303,19,9.257155827740624
100,zipfian[2],15,50,exp[7],False,0.000717,0.558482,1.466866,2.929411,4.22739,20,10.42678499260324
100,zipfian[2],15,100,fixed[145],False,0.14508,1.015641,2.612671,4.932564,7.832599,24,11.685576656331163
100,zipfian[2],15,100,fixed[145],True,0.146043,0.8717,1.74462,2.758957,5.222891,28.0,16.813487645281143
100,zipfian[2],15,100,bimodal[100:1000:95],False,0.100092,0.700496,2.30133,5.202543,9.002533,30,10.523613990050343
100,zipfian[2],15,100,exp[7],False,0.103043,1.001459,2.531683,4.50446,6.245437,24,14.145510052435991
100,zipfian[2],15,200,fixed[145],False,0.291163,1.743426,5.08046,8.850593,14.649702,28,12.422553916834357
100,zipfian[2],15,200,fixed[145],True,0.295303,1.745666,3.560907,5.804881,9.93769,28.0,17.563999702114565
100,zipfian[2],15,200,bimodal[100:1000:95],False,0.201296,1.805533,4.90416,7.40301,11.903945,32,15.499175753833411
100,zipfian[2],15,200,exp[7],False,0.332202,1.7907,5.223559,8.576161,15.262365,28,12.151125984089315
200,uniform,5,50,fixed[145],False,8.8e-05,0.290276,0.870348,1.305613,1.595931,28,28.720248694377496
200,uniform,5,50,fixed[145],True,0.072637,0.435562,0.870927,1.306293,1.669106,28.0,27.57216600870288
200,uniform,5,50,bimodal[100:1000:95],False,0.000125,0.200294,0.600264,1.000922,1.50079,35,29.402753626682646
200,uniform,5,50,exp[7],False,0.000108,0.395236,0.802431,1.400534,1.647765,29,28.592554384468066
200,uniform,5,100,fixed[145],False,0.145167,0.870622,1.740616,2.611419,3.336659,28,27.578652247811842
200,uniform,5,100,fixed[145],True,0.145463,0.870779,1.741687,2.684744,3.4102,28.0,27.566229934885808
200,uniform,5,100,bimodal[100:1000:95],False,0.100228,0.600765,1.60075,2.401205,3.201427,35,22.72090054743738
200,uniform,5,100,exp[7],False,0.07217,0.802445,1.748692,2.742563,3.363342,29,27.42206785426158
200,uniform,5,200,fixed[145],False,0.290375,1.74135,3.481295,5.367712,6.818175,28,27.03535683967493
200,uniform,5,200,fixed[145],True,0.291148,1.742703,3.55639,5.369879,6.820309,28.0,27.29869701954191
200,uniform,5,200,bimodal[100:1000:95],False,0.200448,1.601776,3.30249,5.101123,6.302919,32,29.839781262467437
200,uniform,5,200,exp[7],False,0.393285,1.814932,3.666265,5.215804,6.867865,36,27.44533849159322
200,uniform,10,50,fixed[145],False,0.000115,0.290361,0.870507,1.305934,1.596339,28,28.712958847438863
200,uniform,10,50,fixed[145],True,0.072756,0.435779,0.871331,1.306902,1.669487,28.0,27.573701747400627
200,uniform,10,50,exp[7],False,8.1e-05,0.395325,0.802592,1.400839,1.647984,29,28.58537823600774
200,uniform,10,100,fixed[145],False,0.145167,0.870574,1.741536,2.611427,3.337499,28,28.712752740416903
200,uniform,10,100,fixed[145],True,0.145871,0.870917,1.743262,2.68612,3.411022,28.0,27.56592597942424
200,uniform,10,100,bimodal[100:1000:95],False,0.10018,0.600642,1.401649,2.100789,3.001281,36,32.233276087035
200,uniform,10,100,exp[7],False,0.072261,0.822045,1.786534,2.778151,3.392037,29,26.645882878021812
200,uniform,10,200,fixed[145],False,0.290475,1.740883,3.483232,5.368239,6.819115,28,27.575853589865982
200,uniform,10,200,fixed[145],True,0.291914,1.744267,3.558074,5.372218,6.822747,28.0,27.57031118610236
200,uniform,10,200,bimodal[100:1000:95],False,0.200555,1.602292,3.101579,4.90252,6.102595,35,28.971009145713023
200,uniform,10,200,exp[7],False,0.329683,1.748577,3.611101,5.157082,6.809481,37,26.346767725841858
200,uniform,15,50,fixed[145],False,0.000139,0.290531,0.870925,1.305467,1.596589,28,28.72118905722697
200,uniform,15,50,fixed[145],True,0.072803,0.435328,0.871429,1.307048,1.669955,28.0,27.556757275121704
200,uniform,15,50,bimodal[100:1000:95],False,0.000131,0.20055,0.600489,0.900638,1.101508,40,41.61146212691163
200,uniform,15,50,exp[7],False,0.000115,0.514357,0.853121,1.466965,1.706399,28,21.98614960519471
200,uniform,15,100,fixed[145],True,0.14547,0.871481,1.743749,2.686907,3.410447,28.0,27.032360438681145
200,uniform,15,100,bimodal[100:1000:95],False,0.100271,0.600974,1.401809,2.101625,3.001543,36,32.229079137859244
200,uniform,15,100,exp[7],False,0.072288,0.821304,1.786583,2.778452,3.392417,28,27.50490618764122
200,uniform,15,200,fixed[145],False,0.29058,1.742174,3.483809,5.369237,6.820938,28,28.130087590060235
200,uniform,15,200,fixed[145],True,0.292292,1.745321,3.559974,5.37404,6.824946,28.0,27.558196365652623
200,uniform,15,200,exp[7],False,0.39314,1.815585,3.669462,5.218091,6.870798,36,27.425493504614682
200,zipfian[0.99],5,50,fixed[145],False,0.000119,0.29041,0.870587,1.305628,1.595917,28,26.513791679017675
200,zipfian[0.99],5,50,fixed[145],True,0.072701,0.435679,0.870816,1.306418,1.740918,28.0,25.53378374927867
200,zipfian[0.99],5,50,bimodal[100:1000:95],False,0.000118,0.20038,0.600709,0.900626,1.100987,40,38.43959832157338
200,zipfian[0.99],5,50,exp[7],False,0.00012,0.514277,0.821635,1.45068,1.785677,29,19.74892012904734
200,zipfian[0.99],5,100,fixed[145],False,0.14528,0.870759,1.741166,2.611465,3.336892,28,26.514262684754694
200,zipfian[0.99],5,100,fixed[145],True,0.145388,0.871507,1.742504,2.684224,3.409282,28.0,26.515422695610905
200,zipfian[0.99],5,100,bimodal[100:1000:95],False,0.100304,0.800475,1.801093,3.200788,3.800922,29,23.249169016576424
200,zipfian[0.99],5,100,exp[7],False,0.03033,0.755453,1.718038,2.710632,3.408496,29,26.804412756863336
200,zipfian[0.99],5,200,fixed[145],False,0.290597,1.741956,3.483278,5.367596,6.817347,28,27.037085553585
200,zipfian[0.99],5,200,fixed[145],True,0.291198,1.743177,3.557398,5.370458,6.89009,28.0,26.515855089260985
200,zipfian[0.99],5,200,bimodal[100:1000:95],False,0.200609,1.801457,3.602298,5.301319,7.20154,35,25.635865601411
200,zipfian[0.99],5,200,exp[7],False,0.32978,1.785848,3.635646,5.182683,7.221186,38,25.51890459591644
200,zipfian[0.99],10,50,fixed[145],False,0.000104,0.290601,0.871046,1.305595,1.595767,28,26.511851593017624
200,zipfian[0.99],10,50,fixed[145],True,0.072835,0.435319,0.871615,1.30647,1.668827,28.0,27.56614634646566
200,zipfian[0.99],10,50,bimodal[100:1000:95],False,0.000126,0.200576,0.601158,0.901448,1.900849,37,19.992898522444825
200,zipfian[0.99],10,50,exp[7],False,0.000125,0.395517,0.782903,1.369871,1.873811,29,20.067370175152018
200,zipfian[0.99],10,100,fixed[145],False,0.145567,0.870637,1.742023,2.611795,3.336023,28,27.579618220860894
200,zipfian[0.99],10,100,fixed[145],True,0.145921,0.87152,1.743506,2.684753,3.554347,28.0,24.622009072225463
200,zipfian[0.99],10,100,bimodal[100:1000:95],False,0.100481,0.600524,1.501065,2.300873,3.301406,36,26.309129109946376
200,zipfian[0.99],10,100,exp[7],False,0.102579,0.82958,1.795389,2.787044,3.537684,28,24.422058100564662
200,zipfian[0.99],10,200,fixed[145],False,0.29089,1.743028,3.484352,5.367564,6.81792,28,25.072082236429736
200,zipfian[0.99],10,200,fixed[145],True,0.292598,1.74582,3.559985,5.373267,7.038289,28.0,24.1905977194314
200,zipfian[0.99],10,200,bimodal[100:1000:95],False,0.200844,1.302624,3.70315,5.70202,7.401127,40,24.38545305306482
200,zipfian[0.99],10,200,exp[7],False,0.345355,1.79479,3.648053,5.194976,7.309695,36,24.123429941639394
200,zipfian[0.99],15,50,fixed[145],False,0.000231,0.290819,0.871148,1.306251,2.030873,28,21.543311103508717
200,zipfian[0.99],15,50,fixed[145],True,0.072934,0.435392,0.871698,1.30677,1.742007,28.0,24.617493387741273
200,zipfian[0.99],15,50,bimodal[100:1000:95],False,0.0002,0.200791,0.601195,1.001196,1.600688,35,19.993210305780156
200,zipfian[0.99],15,50,exp[7],False,0.000202,0.514705,0.822305,1.462238,2.212992,28,17.979583822977332
200,zipfian[0.99],15,100,fixed[145],False,0.145629,0.87027,1.742193,2.612883,4.061507,28,20.892799463807197
200,zipfian[0.99],15,100,fixed[145],True,0.146148,0.873377,1.742786,2.68573,3.627868,28.0,23.77273267562106
200,zipfian[0.99],15,100,bimodal[100:1000:95],False,0.100639,0.601905,1.702758,3.002492,4.701437,33,19.226188221691025
200,zipfian[0.99],15,100,exp[7],False,0.102892,0.830716,1.79381,2.787386,3.728359,28,24.108625752882247
200,zipfian[0.99],15,200,fixed[145],False,0.291095,1.743605,3.485281,5.370266,7.977777,28,22.240887269060355
200,zipfian[0.99],15,200,fixed[145],True,0.292395,1.74536,3.561175,5.375252,7.256655,28.0,24.189772636698525
200,zipfian[0.99],15,200,bimodal[100:1000:95],False,0.201185,1.203674,2.701985,4.20532,7.202229,40,23.80427553353713
200,zipfian[0.99],15,200,exp[7],False,0.31335,1.745561,3.597475,5.144728,7.570417,37,24.504080296930642
200,zipfian[2],5,50,fixed[145],False,0.000447,0.290926,0.871032,1.740821,3.046161,26,14.36290463893094
200,zipfian[2],5,50,fixed[145],True,0.07286,0.435318,0.871384,1.306221,2.03106,28.0,20.889735619506
200,zipfian[2],5,50,exp[7],False,0.000441,0.395892,0.847955,2.077931,3.323096,26,12.849843411808184
200,zipfian[2],5,100,fixed[145],False,0.145616,0.871205,2.031475,4.352065,7.252328,28,12.535431396843176
200,zipfian[2],5,100,fixed[145],True,0.146059,0.871147,1.742974,2.684942,4.642014,28.0,18.632622629208388
200,zipfian[2],5,100,exp[7],False,0.072608,0.80312,2.212802,4.185949,6.24715,29,14.141891251684653
200,zipfian[2],5,200,fixed[145],False,0.290894,1.742957,4.062461,8.848933,14.649242,28,12.422822439170252
200,zipfian[2],5,200,fixed[145],True,0.29376,1.745076,3.558179,5.37079,8.921783,28.0,19.283821991810548
200,zipfian[2],5,200,bimodal[100:1000:95],False,0.202441,1.503655,4.202249,7.903865,12.803905,31,14.488567687002314
200,zipfian[2],5,200,exp[7],False,0.331377,1.787797,4.474321,8.792961,15.480407,28,11.992132441590371
200,zipfian[2],10,50,fixed[145],False,0.000505,0.292367,1.01666,1.886892,3.336377,24,13.258407421314002
200,zipfian[2],10,50,fixed[145],True,0.073459,0.435834,0.873317,1.38048,2.249356,28.0,19.147103751645215
200,zipfian[2],10,50,bimodal[100:1000:95],False,0.00059,0.20247,0.901303,1.401649,5.001309,26,9.432006457528901
200,zipfian[2],10,50,exp[7],False,0.00053,0.476513,1.299272,2.653987,3.951432,21,11.063892874963626
200,zipfian[2],10,100,fixed[145],False,0.14635,0.874566,2.324497,4.206552,6.962819,26,13.008229916821476
200,zipfian[2],10,100,fixed[145],True,0.14863,0.874609,1.747115,2.977125,4.643574,28.0,18.631893591019875
200,zipfian[2],10,100,bimodal[100:1000:95],False,0.101452,0.704146,2.61959,3.808479,6.617323,30,14.051183966812227
200,zipfian[2],10,100,exp[7],False,0.076184,0.825377,2.026108,4.222883,6.585483,28,13.497074441629405
200,zipfian[2],10,200,fixed[145],False,0.293134,9.893023,12.935206,17.286162,23.084981,28,8.151787921455078
200,zipfian[2],10,200,fixed[145],True,0.297344,1.750096,3.565799,6.100572,10.22885,28.0,17.127417021090015
200,zipfian[2],10,200,bimodal[100:1000:95],False,0.206349,1.90934,5.607804,8.80577,14.904179,30,12.575769008274856
200,zipfian[2],10,200,exp[7],False,0.33699,1.941814,4.809565,8.172073,14.484576,29,12.754210547528055
200,zipfian[2],15,50,fixed[145],False,0.004605,0.43974,1.307335,2.178449,3.626759,20,12.310486219887935
200,zipfian[2],15,50,fixed[145],True,0.073148,0.437064,0.876479,1.453074,2.467652,28.0,17.673933599031468
200,zipfian[2],15,50,bimodal[100:1000:95],False,0.004635,0.304959,1.303738,2.301321,3.401459,18,13.509048225410897
200,zipfian[2],15,50,exp[7],False,0.004655,0.552057,1.465479,2.819285,4.115606,20,10.676011450662841
200,zipfian[2],15,100,fixed[145],False,0.145381,1.022871,2.328896,4.501722,7.398357,23,12.31152289598536
200,zipfian[2],15,100,fixed[145],True,0.149793,0.87577,1.749711,2.766664,5.296875,28.0,16.6110335468128
200,zipfian[2],15,100,bimodal[100:1000:95],False,0.100406,0.909844,2.406825,5.906538,8.803041,25,9.801904490438682
200,zipfian[2],15,100,exp[7],False,0.076361,0.960875,2.251891,4.54027,6.900896,25,12.946705018259385
200,zipfian[2],15,200,fixed[145],False,0.301353,1.903585,4.352328,7.843923,13.201449,28,13.652953526370169
200,zipfian[2],15,200,fixed[145],True,0.306446,1.760996,3.578055,5.735192,10.305084,28.0,17.022255918723495
200,zipfian[2],15,200,bimodal[100:1000:95],False,0.211586,1.319075,3.00215,6.01423,10.006235,39,18.17583502739689
200,zipfian[2],15,200,exp[7],False,0.3403,1.817157,4.294519,7.09463,13.773867,28,13.361538650655623
500,uniform,5,50,fixed[145],False,7.2e-05,0.290399,0.87065,1.306105,1.596364,28,28.712381755233835
500,uniform,5,50,fixed[145],True,0.07271,0.435423,0.871296,1.306872,1.669832,28.0,27.55454007890518
500,uniform,5,50,bimodal[100:1000:95],False,9e-05,0.200384,0.600647,1.001033,1.301079,36,35.68041480623037
500,uniform,5,50,exp[7],False,0.000108,0.395298,0.802586,1.400739,1.648137,29,28.585737775023386
500,uniform,5,100,fixed[145],False,0.145165,0.870786,1.741447,2.612093,3.337603,28,27.573975461367755
500,uniform,5,100,fixed[145],True,0.145436,0.871584,1.743529,2.686119,3.411748,28.0,28.10698869030989
500,uniform,5,100,bimodal[100:1000:95],False,0.100224,0.600719,1.201446,2.102535,3.202708,40,30.276469581987925
500,uniform,5,100,exp[7],False,0.072208,0.802608,1.749122,2.743313,3.364267,29,27.696534609589648
500,uniform,5,200,fixed[145],False,0.29048,1.741717,3.483146,5.368955,6.819871,28,27.578888030266175
500,uniform,5,200,fixed[145],True,0.290756,1.743456,3.558072,5.372604,6.823869,28.0,27.57255372856751
500,uniform,5,200,bimodal[100:1000:95],False,0.200374,1.201947,2.901843,4.604387,5.804821,40,32.24059219519744
500,uniform,5,200,exp[7],False,0.393387,1.81502,3.668818,5.216869,6.870182,36,27.442773926565604
500,uniform,10,50,fixed[145],False,9.2e-05,0.290496,0.871146,1.305882,1.597158,28,28.698357306027805
500,uniform,10,50,fixed[145],True,0.07286,0.436008,0.871877,1.307764,1.670906,28.0,27.5639124437834
500,uniform,10,50,bimodal[100:1000:95],False,0.000114,0.200487,0.601211,1.001863,1.501843,35,31.206953907953217
500,uniform,10,50,exp[7],False,9.8e-05,0.395414,0.802698,1.401347,1.649006,29,28.57288170655536
500,uniform,10,100,fixed[145],False,0.145265,0.871354,1.742363,2.613273,3.338437,28,28.700638847520104
500,uniform,10,100,fixed[145],True,0.145732,0.872307,1.744512,2.688189,3.414293,28.0,27.566670682211697
500,uniform,10,100,bimodal[100:1000:95],False,0.100456,0.600337,1.401921,2.1026,3.003779,36,32.21343332383037
500,uniform,10,100,exp[7],False,0.072338,0.802976,1.749651,2.744459,3.365468,29,27.68417450774769
500,uniform,10,200,fixed[145],False,0.290666,1.742744,3.48518,5.372111,6.823557,28,27.568422412190095
500,uniform,10,200,fixed[145],True,0.291513,1.746066,3.562022,5.377318,6.829491,28.0,27.563285648389773
500,uniform,10,200,bimodal[100:1000:95],False,0.200525,1.603652,3.603325,5.704558,7.007451,35,26.997395561250208
500,uniform,10,200,exp[7],False,0.329773,1.750025,3.613067,5.159644,6.812811,37,27.651047649806117
500,uniform,15,50,fixed[145],False,0.000208,0.290795,0.871825,1.307621,1.597981,28,28.68948169008589
500,uniform,15,50,fixed[145],True,0.073006,0.43553,0.873164,1.309373,1.672717,28.0,27.540865135688332
500,uniform,15,50,bimodal[100:1000:95],False,0.000144,0.200717,0.601539,1.002521,1.302282,36,33.2757662577075
500,uniform,15,50,exp[7],False,0.00037,0.472859,0.831459,1.434342,1.676753,28,28.0288697358279
500,uniform,15,100,fixed[145],False,0.145341,0.871818,1.743339,2.614896,3.340754,28,28.684058576289697
500,uniform,15,100,fixed[145],True,0.145963,0.873594,1.746577,2.691134,3.412216,28.0,27.5074256295487
500,uniform,15,100,bimodal[100:1000:95],False,0.100498,0.601954,1.60462,2.704151,3.405238,35,27.764396880947654
500,uniform,15,100,exp[7],False,0.072403,0.803487,1.750378,2.746341,3.36765,29,27.66939062594249
500,uniform,15,200,fixed[145],False,0.291001,1.744386,3.487617,5.371818,6.826263,28,27.56147759837553
500,uniform,15,200,bimodal[100:1000:95],False,0.200777,1.60476,3.308505,5.108696,6.311399,32,29.82169904358829
500,uniform,15,200,exp[7],False,0.330482,1.786738,3.657127,5.216728,6.864924,36,27.037575335134125
